Site,Line,Rep,Row,Column,yield,Block,PhenoGroup
2,L631,1,12,2,4.444,1,NA
2,L104,1,13,2,3.306,1,NA
2,L150,1,14,2,4.111,1,NA
2,L664,1,15,2,4.394,1,NA
2,L695,1,16,2,5.056,1,NA
2,L848,1,17,2,4.889,1,NA
2,L348,1,18,2,4.639,1,NA
2,L508,1,19,2,5,1,NA
2,L4,1,20,2,NA,1,NA
2,L391,1,1,3,5.617,1,NA
2,L321,1,2,3,4.472,1,NA
2,L223,1,3,3,5.306,1,NA
2,L427,1,4,3,4.694,1,NA
2,L558,1,5,3,4.96,1,NA
2,L926,1,6,3,3.376,1,NA
2,L62,1,7,3,4.907,1,NA
2,L335,1,8,3,5.333,1,NA
2,L504,1,9,3,4.472,1,NA
2,L630,1,10,3,5.139,1,NA
2,L867,1,11,3,5.003,1,NA
2,L518,1,12,3,4.787,1,NA
2,L550,1,13,3,4.528,1,NA
2,L557,1,14,3,4.806,1,NA
2,L620,1,15,3,4.556,1,NA
2,L90,1,16,3,4.25,1,NA
2,L497,1,17,3,5.194,1,NA
2,L301,1,18,3,4.694,1,NA
2,L4,1,19,3,NA,1,NA
2,L901,1,20,3,4.75,1,NA
2,L881,1,1,4,5.111,1,NA
2,L520,1,2,4,5.129,1,NA
2,L845,1,3,4,5.114,1,NA
2,L18,1,4,4,4.75,1,NA
2,L289,1,5,4,4.404,1,NA
2,L169,1,6,4,4.639,1,NA
2,L569,1,7,4,5.278,1,NA
2,L815,1,8,4,4.694,1,NA
2,L667,1,9,4,6.028,1,NA
2,L178,1,10,4,4.765,1,NA
2,L670,1,11,4,3.836,1,NA
2,L461,1,12,4,5.672,1,NA
2,L278,1,13,4,5.472,1,NA
2,L591,1,14,4,4.833,1,NA
2,L317,1,15,4,5.806,1,NA
2,L237,1,16,4,5.167,1,NA
2,L124,1,17,4,4.639,1,NA
2,L834,1,18,4,3.306,1,NA
2,L221,1,19,4,5.05,1,NA
2,L4,1,20,4,NA,1,NA
2,L734,1,1,5,3.417,1,NA
2,L302,1,2,5,4.189,1,NA
2,L217,1,3,5,5.167,1,NA
2,L624,1,4,5,3.972,1,NA
2,L823,1,5,5,4.389,1,NA
2,L847,1,6,5,5.083,1,NA
2,L283,1,7,5,5.081,1,NA
2,L484,1,8,5,4.386,1,NA
2,L133,1,9,5,4.606,1,NA
2,L753,1,10,5,3.861,1,NA
2,L316,1,11,5,4.028,1,NA
2,L162,1,12,5,4.722,1,NA
2,L409,1,13,5,5.389,1,NA
2,L851,1,14,5,4.139,1,NA
2,L412,1,15,5,4.167,1,NA
2,L883,1,16,5,4.75,1,NA
2,L675,1,17,5,5.444,1,NA
2,L122,1,18,5,4.328,1,NA
2,L598,1,19,5,3.861,1,NA
2,L437,1,20,5,4.444,1,NA
2,L814,1,1,6,3.942,1,NA
2,L480,1,2,6,4.25,1,NA
2,L400,1,3,6,5.192,1,NA
2,L878,1,4,6,3.972,1,NA
2,L202,1,5,6,5.806,1,NA
2,L746,1,6,6,4.028,1,NA
2,L668,1,7,6,5.144,1,NA
2,L826,1,8,6,3.954,1,NA
2,L315,1,9,6,4.778,1,NA
2,L413,1,10,6,5.374,1,NA
2,L756,1,11,6,3.611,1,NA
2,L182,1,12,6,5.361,1,NA
2,L736,1,13,6,4.083,1,NA
2,L256,1,14,6,5.108,1,NA
2,L83,1,15,6,5.697,1,NA
2,L347,1,16,6,4.583,1,NA
2,L166,1,17,6,5.556,1,NA
2,L694,1,18,6,5.667,1,NA
2,L284,1,19,6,4.371,1,NA
2,L3,1,20,6,5.833,1,NA
2,L787,1,1,7,4.972,1,NA
2,L716,1,2,7,5.556,1,NA
2,L628,1,3,7,4.944,1,NA
2,L19,1,4,7,5.167,1,NA
2,L522,1,5,7,5.111,1,NA
2,L201,1,6,7,5.467,1,NA
2,L854,1,7,7,5.028,1,NA
2,L149,1,8,7,4.265,1,NA
2,L515,1,9,7,4.522,1,NA
2,L448,1,10,7,4.472,1,NA
2,L96,1,11,7,4.528,1,NA
2,L329,1,12,7,4.417,1,NA
2,L275,1,13,7,4.306,1,NA
2,L778,1,14,7,4.139,1,NA
2,L712,1,15,7,4.172,1,NA
2,L822,1,16,7,3.806,1,NA
2,L52,1,17,7,4.275,1,NA
2,L281,1,18,7,3.361,1,NA
2,L677,1,19,7,3.806,1,NA
2,L146,1,20,7,3.783,1,NA
2,L796,1,1,8,5,1,NA
2,L84,1,2,8,4.472,1,NA
2,L31,1,3,8,3.376,1,NA
2,L641,1,4,8,4.318,1,NA
2,L75,1,5,8,4.144,1,NA
2,L117,1,6,8,3.883,1,NA
2,L623,1,7,8,5.217,1,NA
2,L418,1,8,8,5.222,1,NA
2,L175,1,9,8,4.689,1,NA
2,L651,1,10,8,4.935,1,NA
2,L272,1,11,8,4.139,1,NA
2,L424,1,12,8,4.389,1,NA
2,L891,1,13,8,4.667,1,NA
2,L691,1,14,8,4.778,1,NA
2,L100,1,15,8,4.089,1,NA
2,L487,1,16,8,4.083,1,NA
2,L528,1,17,8,5.361,1,NA
2,L840,1,18,8,4.176,1,NA
2,L116,1,19,8,4.222,1,NA
2,L809,1,20,8,5.056,1,NA
2,L390,1,1,9,5.472,1,NA
2,L759,1,2,9,4.213,1,NA
2,L398,1,3,9,4.096,1,NA
2,L884,1,4,9,3.806,1,NA
2,L374,1,5,9,4.417,1,NA
2,L836,1,6,9,4.154,1,NA
2,L760,1,7,9,5,1,NA
2,L700,1,8,9,4.5,1,NA
2,L684,1,9,9,4.667,1,NA
2,L757,1,10,9,4.611,1,NA
2,L780,1,11,9,3.429,1,NA
2,L176,1,12,9,5.568,1,NA
2,L610,1,13,9,4.472,1,NA
2,L462,1,14,9,3.806,1,NA
2,L713,1,15,9,3.722,1,NA
2,L857,1,16,9,4.389,1,NA
2,L726,1,17,9,4.272,1,NA
2,L692,1,18,9,4.5,1,NA
2,L491,1,19,9,4.49,1,NA
2,L407,1,20,9,4.583,1,NA
2,L2,1,1,10,4.861,1,NA
2,L425,1,2,10,5.487,1,NA
2,L346,1,3,10,4.321,1,NA
2,L512,1,4,10,4.432,1,NA
2,L264,1,5,10,4.167,1,NA
2,L728,1,6,10,4.139,1,NA
2,L799,1,7,10,4.899,1,NA
2,L471,1,8,10,4.71,1,NA
2,L882,1,9,10,4.939,1,NA
2,L807,1,10,10,4.611,1,NA
2,L349,1,11,10,4.778,1,NA
2,L571,1,12,10,4.361,1,NA
2,L211,1,13,10,4.472,1,NA
2,L693,1,14,10,3.581,1,NA
2,L350,1,15,10,4.222,1,NA
2,L207,1,16,10,4.778,1,NA
2,L643,1,17,10,3.697,1,NA
2,L532,1,18,10,4.5,1,NA
2,L147,1,19,10,4.889,1,NA
2,L69,1,20,10,3.833,1,NA
2,L725,1,1,11,4.657,1,NA
2,L93,1,2,11,4.778,1,NA
2,L310,1,3,11,4.639,1,NA
2,L25,1,4,11,3.639,1,NA
2,L64,1,5,11,3.611,1,NA
2,L16,1,6,11,5.028,1,NA
2,L923,1,7,11,3.985,1,NA
2,L874,1,8,11,2.922,1,NA
2,L707,1,9,11,3.204,1,NA
2,L351,1,10,11,3.947,1,NA
2,L136,1,11,11,3.018,1,NA
2,L721,1,12,11,4.472,1,NA
2,L54,1,13,11,3.664,1,NA
2,L611,1,14,11,4.194,1,NA
2,L880,1,15,11,3.339,1,NA
2,L698,1,16,11,3.528,1,NA
2,L36,1,17,11,3.333,1,NA
2,L304,1,18,11,2.978,1,NA
2,L299,1,19,11,3.667,1,NA
2,L705,1,20,11,4.503,1,NA
2,L441,1,1,12,4.083,1,NA
2,L633,1,2,12,4.278,1,NA
2,L291,1,3,12,4.722,1,NA
2,L567,1,4,12,3.667,1,NA
2,L406,1,5,12,4.361,1,NA
2,L167,1,6,12,4.778,1,NA
2,L168,1,7,12,4.05,1,NA
2,L841,1,8,12,3.722,1,NA
2,L896,1,9,12,3.768,1,NA
2,L863,1,10,12,3.528,1,NA
2,L415,1,11,12,3.167,1,NA
2,L560,1,12,12,5.281,1,NA
2,L913,1,13,12,4.083,1,NA
2,L579,1,14,12,4.593,1,NA
2,L452,1,15,12,3.164,1,NA
2,L866,1,16,12,4.018,1,NA
2,L818,1,17,12,4.139,1,NA
2,L164,1,18,12,4.417,1,NA
2,L270,1,19,12,4.75,1,NA
2,L580,1,20,12,4.99,1,NA
2,L74,1,1,13,5.167,1,NA
2,L369,1,2,13,4.639,1,NA
2,L327,1,3,13,4.518,1,NA
2,L562,1,4,13,5.081,1,NA
2,L650,1,5,13,4.806,1,NA
2,L71,1,6,13,4.5,1,NA
2,L107,1,7,13,5.778,1,NA
2,L690,1,8,13,3.917,1,NA
2,L309,1,9,13,4.722,1,NA
2,L79,1,10,13,4.972,1,NA
2,L203,1,11,13,4.167,1,NA
2,L76,1,12,13,4.944,1,NA
2,L279,1,13,13,4.306,1,NA
2,L325,1,14,13,3.139,1,NA
2,L254,1,15,13,3.96,1,NA
2,L531,1,16,13,4.121,1,NA
2,L410,1,17,13,3.917,1,NA
2,L435,1,18,13,3.917,1,NA
2,L490,1,19,13,4.392,1,NA
2,L819,1,20,13,3.472,1,NA
2,L813,1,1,14,5.494,1,NA
2,L540,1,2,14,4.889,1,NA
2,L873,1,3,14,5.142,1,NA
2,L156,1,4,14,4.556,1,NA
2,L781,1,5,14,3.806,1,NA
2,L210,1,6,14,5.639,1,NA
2,L832,1,7,14,5.083,1,NA
2,L439,1,8,14,4.944,1,NA
2,L910,1,9,14,4.704,1,NA
2,L916,1,10,14,5.278,1,NA
2,L215,1,11,14,5.472,1,NA
2,L702,1,12,14,5,1,NA
2,L545,1,13,14,5.074,1,NA
2,L887,1,14,14,5.5,1,NA
2,L305,1,15,14,5.417,1,NA
2,L590,1,16,14,5.194,1,NA
2,L190,1,17,14,4.75,1,NA
2,L587,1,18,14,5.056,1,NA
2,L526,1,19,14,6.333,1,NA
2,L727,1,20,14,6.142,1,NA
2,L47,1,1,15,5.636,2,NA
2,L357,1,2,15,4.722,2,NA
2,L58,1,3,15,5.194,2,NA
2,L443,1,4,15,3.333,2,NA
2,L539,1,5,15,4.028,2,NA
2,L328,1,6,15,5.083,2,NA
2,L5,1,7,15,5.917,2,NA
2,L831,1,8,15,4.556,2,NA
2,L679,1,9,15,3.972,2,NA
2,L544,1,10,15,5.694,2,NA
2,L66,1,11,15,5.278,2,NA
2,L399,1,12,15,4.831,2,NA
2,L637,1,13,15,4.5,2,NA
2,L416,1,14,15,5.889,2,NA
2,L444,1,15,15,5.833,2,NA
2,L482,1,16,15,5.543,2,NA
2,L144,1,17,15,4.472,2,NA
2,L578,1,18,15,5.954,2,NA
2,L250,1,19,15,5.667,2,NA
2,L49,1,20,15,6.028,2,NA
2,L772,1,1,16,5.25,2,NA
2,L343,1,2,16,4.056,2,NA
2,L171,1,3,16,3.861,2,NA
2,L779,1,4,16,3.889,2,NA
2,L577,1,5,16,4.278,2,NA
2,L500,1,6,16,5.133,2,NA
2,L404,1,7,16,5.142,2,NA
2,L733,1,8,16,4.778,2,NA
2,L113,1,9,16,4.831,2,NA
2,L629,1,10,16,4.7,2,NA
2,L747,1,11,16,5,2,NA
2,L187,1,12,16,4.806,2,NA
2,L380,1,13,16,4.963,2,NA
2,L152,1,14,16,4.833,2,NA
2,L852,1,15,16,4.871,2,NA
2,L376,1,16,16,3.883,2,NA
2,L334,1,17,16,4.278,2,NA
2,L15,1,18,16,4.494,2,NA
2,L233,1,19,16,5.371,2,NA
2,L94,1,20,16,4.833,2,NA
2,L494,1,1,17,5.311,2,NA
2,L782,1,2,17,4.29,2,NA
2,L109,1,3,17,4.25,2,NA
2,L216,1,4,17,5.839,2,NA
2,L411,1,5,17,3.972,2,NA
2,L22,1,6,17,4.581,2,NA
2,L401,1,7,17,5.444,2,NA
2,L802,1,8,17,3.944,2,NA
2,L563,1,9,17,3.667,2,NA
2,L546,1,10,17,5.056,2,NA
2,L657,1,11,17,5.606,2,NA
2,L85,1,12,17,5.222,2,NA
2,L770,1,13,17,4.2,2,NA
2,L40,1,14,17,5.417,2,NA
2,L105,1,15,17,4.861,2,NA
2,L794,1,16,17,5.056,2,NA
2,L260,1,17,17,5.167,2,NA
2,L433,1,18,17,5.25,2,NA
2,L267,1,19,17,3.861,2,NA
2,L729,1,20,17,5.083,2,NA
2,L382,1,1,18,5.472,2,NA
2,L38,1,2,18,4.222,2,NA
2,L635,1,3,18,2.778,2,NA
2,L634,1,4,18,4.806,2,NA
2,L434,1,5,18,4,2,NA
2,L824,1,6,18,3.25,2,NA
2,L908,1,7,18,4.556,2,NA
2,L516,1,8,18,3.725,2,NA
2,L375,1,9,18,5.031,2,NA
2,L479,1,10,18,5.389,2,NA
2,L379,1,11,18,4.513,2,NA
2,L68,1,12,18,5.111,2,NA
2,L394,1,13,18,4.306,2,NA
2,L277,1,14,18,5.99,2,NA
2,L342,1,15,18,4.753,2,NA
2,L183,1,16,18,4.444,2,NA
2,L194,1,17,18,5.056,2,NA
2,L352,1,18,18,5.444,2,NA
2,L865,1,19,18,5.167,2,NA
2,L6,1,20,18,NA,2,NA
2,L97,1,1,19,5.586,2,NA
2,L261,1,2,19,4.944,2,NA
2,L575,1,3,19,4.917,2,NA
2,L154,1,4,19,4.824,2,NA
2,L897,1,5,19,3.497,2,NA
2,L468,1,6,19,3.972,2,NA
2,L828,1,7,19,4.886,2,NA
2,L566,1,8,19,4.642,2,NA
2,L137,1,9,19,5.478,2,NA
2,L106,1,10,19,5.139,2,NA
2,L470,1,11,19,4.808,2,NA
2,L330,1,12,19,5.361,2,NA
2,L791,1,13,19,5.303,2,NA
2,L314,1,14,19,NA,2,NA
2,L322,1,15,19,5.389,2,NA
2,L372,1,16,19,4.944,2,NA
2,L933,1,17,19,4.874,2,NA
2,L59,1,18,19,5.389,2,NA
2,L748,1,19,19,4.972,2,NA
2,L769,1,20,19,4.194,2,NA
2,L877,1,1,20,4.444,2,NA
2,L663,1,2,20,4.76,2,NA
2,L885,1,3,20,4.806,2,NA
2,L331,1,4,20,3.982,2,NA
2,L806,1,5,20,3.942,2,NA
2,L521,1,6,20,4.417,2,NA
2,L95,1,7,20,5.111,2,NA
2,L474,1,8,20,4.139,2,NA
2,L13,1,9,20,3.778,2,NA
2,L335,1,10,20,5.689,2,NA
2,L886,1,11,20,4.833,2,NA
2,L92,1,12,20,4.815,2,NA
2,L265,1,13,20,4.578,2,NA
2,L477,1,14,20,5.139,2,NA
2,L232,1,15,20,5.056,2,NA
2,L825,1,16,20,4.306,2,NA
2,L280,1,17,20,4.253,2,NA
2,L249,1,18,20,5.083,2,NA
2,L323,1,19,20,5.053,2,NA
2,L582,1,20,20,4.442,2,NA
2,L499,1,1,21,5.596,2,NA
2,L801,1,2,21,4.142,2,NA
2,L377,1,3,21,4.5,2,NA
2,L128,1,4,21,4.487,2,NA
2,L193,1,5,21,5.25,2,NA
2,L678,1,6,21,4.636,2,NA
2,L640,1,7,21,5.083,2,NA
2,L833,1,8,21,5.194,2,NA
2,L290,1,9,21,5.25,2,NA
2,L295,1,10,21,3.889,2,NA
2,L543,1,11,21,5,2,NA
2,L907,1,12,21,4.389,2,NA
2,L192,1,13,21,5.056,2,NA
2,L553,1,14,21,4.778,2,NA
2,L645,1,15,21,4.472,2,NA
2,L924,1,16,21,4.611,2,NA
2,L364,1,17,21,4.444,2,NA
2,L835,1,18,21,4.074,2,NA
2,L622,1,19,21,3.861,2,NA
2,L710,1,20,21,4.333,2,NA
2,L466,1,1,22,5.472,2,NA
2,L457,1,2,22,4.197,2,NA
2,L101,1,3,22,4.944,2,NA
2,L672,1,4,22,4.139,2,NA
2,L145,1,5,22,3.806,2,NA
2,L509,1,6,22,4.194,2,NA
2,L405,1,7,22,5.278,2,NA
2,L730,1,8,22,4.682,2,NA
2,L821,1,9,22,4.253,2,NA
2,L930,1,10,22,4.018,2,NA
2,L360,1,11,22,4.583,2,NA
2,L773,1,12,22,4.083,2,NA
2,L199,1,13,22,3.25,2,NA
2,L496,1,14,22,3.917,2,NA
2,L355,1,15,22,4,2,NA
2,L422,1,16,22,4.861,2,NA
2,L134,1,17,22,3.5,2,NA
2,L830,1,18,22,4.639,2,NA
2,L586,1,19,22,4.018,2,NA
2,L308,1,20,22,3.972,2,NA
2,L739,1,1,23,3.972,2,NA
2,L714,1,2,23,4.828,2,NA
2,L131,1,3,23,4.222,2,NA
2,L682,1,4,23,4.806,2,NA
2,L389,1,5,23,4.472,2,NA
2,L143,1,6,23,5.432,2,NA
2,L537,1,7,23,4.806,2,NA
2,L359,1,8,23,4.194,2,NA
2,L21,1,9,23,4.944,2,NA
2,L843,1,10,23,3.318,2,NA
2,L502,1,11,23,4.778,2,NA
2,L338,1,12,23,4.222,2,NA
2,L927,1,13,23,4.083,2,NA
2,L220,1,14,23,4.793,2,NA
2,L266,1,15,23,3.5,2,NA
2,L555,1,16,23,3.167,2,NA
2,L486,1,17,23,4.611,2,NA
2,L859,1,18,23,3.611,2,NA
2,L785,1,19,23,3.944,2,NA
2,L240,1,20,23,4.358,2,NA
2,L77,1,1,24,3.889,2,NA
2,L368,1,2,24,4,2,NA
2,L345,1,3,24,4.583,2,NA
2,L224,1,4,24,3.907,2,NA
2,L720,1,5,24,4.167,2,NA
2,L285,1,6,24,4.139,2,NA
2,L386,1,7,24,5.018,2,NA
2,L755,1,8,24,4.278,2,NA
2,L869,1,9,24,4.167,2,NA
2,L876,1,10,24,3.528,2,NA
2,L493,1,11,24,3.967,2,NA
2,L844,1,12,24,3.642,2,NA
2,L460,1,13,24,2.851,2,NA
2,L798,1,14,24,4.25,2,NA
2,L212,1,15,24,3.106,2,NA
2,L473,1,16,24,3.972,2,NA
2,L99,1,17,24,4.081,2,NA
2,L816,1,18,24,4.056,2,NA
2,L209,1,19,24,3.889,2,NA
2,L20,1,20,24,4.278,2,NA
2,L613,1,1,25,5.139,2,NA
2,L373,1,2,25,4.287,2,NA
2,L181,1,3,25,6.417,2,NA
2,L252,1,4,25,3.74,2,NA
2,L81,1,5,25,3.828,2,NA
2,L517,1,6,25,4.5,2,NA
2,L912,1,7,25,5.281,2,NA
2,L723,1,8,25,3.917,2,NA
2,L812,1,9,25,4.944,2,NA
2,L463,1,10,25,4.824,2,NA
2,L561,1,11,25,3.75,2,NA
2,L438,1,12,25,4.083,2,NA
2,L839,1,13,25,3.111,2,NA
2,L931,1,14,25,4.028,2,NA
2,L704,1,15,25,4.472,2,NA
2,L189,1,16,25,3.389,2,NA
2,L50,1,17,25,4,2,NA
2,L879,1,18,25,3.578,2,NA
2,L112,1,19,25,4.361,2,NA
2,L269,1,20,25,4.111,2,NA
2,L536,1,1,26,4.318,2,NA
2,L503,1,2,26,4.194,2,NA
2,L538,1,3,26,4,2,NA
2,L432,1,4,26,4.583,2,NA
2,L875,1,5,26,3.383,2,NA
2,L741,1,6,26,4.642,2,NA
2,L292,1,7,26,3.528,2,NA
2,L294,1,8,26,3.75,2,NA
2,L387,1,9,26,3.333,2,NA
2,L226,1,10,26,3.306,2,NA
2,L87,1,11,26,4.028,2,NA
2,L287,1,12,26,4.194,2,NA
2,L70,1,13,26,4.083,2,NA
2,L32,1,14,26,4.01,2,NA
2,L45,1,15,26,NA,2,NA
2,L333,1,16,26,3.361,2,NA
2,L354,1,17,26,3.722,2,NA
2,L771,1,18,26,3.611,2,NA
2,L774,1,19,26,3.692,2,NA
2,L639,1,20,26,4.386,2,NA
2,L744,1,1,27,4.136,2,NA
2,L245,1,2,27,5.111,2,NA
2,L165,1,3,27,3.944,2,NA
2,L602,1,4,27,3.972,2,NA
2,L160,1,5,27,3.667,2,NA
2,L914,1,6,27,3.972,2,NA
2,L849,1,7,27,4.222,2,NA
2,L805,1,8,27,3.028,2,NA
2,L397,1,9,27,3.472,2,NA
2,L552,1,10,27,4.278,2,NA
2,L307,1,11,27,3.929,2,NA
2,L43,1,12,27,3.611,2,NA
2,L811,1,13,27,4.083,2,NA
2,L449,1,14,27,3.389,2,NA
2,L170,1,15,27,3.917,2,NA
2,L788,1,16,27,3.889,2,NA
2,L340,1,17,27,4.417,2,NA
2,L378,1,18,27,2.5,2,NA
2,L658,1,19,27,3.836,2,NA
2,L318,1,20,27,3.611,2,NA
2,L820,1,1,28,4.265,2,NA
2,L919,1,2,28,2.944,2,NA
2,L255,1,3,28,4.015,2,NA
2,L527,1,4,28,5.013,2,NA
2,L608,1,5,28,3.763,2,NA
2,L429,1,6,28,5.04,2,NA
2,L548,1,7,28,4.331,2,NA
2,L519,1,8,28,3.639,2,NA
2,L475,1,9,28,3.417,2,NA
2,L268,1,10,28,3.788,2,NA
2,L142,1,11,28,4.558,2,NA
2,L894,1,12,28,4.972,2,NA
2,L465,1,13,28,4.328,2,NA
2,L669,1,14,28,4,2,NA
2,L403,1,15,28,4.879,2,NA
2,L559,1,16,28,4.944,2,NA
2,L393,1,17,28,3.856,2,NA
2,L414,1,18,28,4.306,2,NA
2,L513,1,19,28,4.867,2,NA
2,L732,1,20,28,4.472,2,NA
2,L5,2,1,29,5.275,3,NA
2,L200,2,2,29,5.917,3,NA
2,L438,2,3,29,4.972,3,NA
2,L300,2,4,29,5.633,3,NA
2,L345,2,5,29,4.75,3,NA
2,L374,2,6,29,5.293,3,NA
2,L393,2,7,29,4.497,3,NA
2,L163,2,8,29,4.333,3,NA
2,L785,2,9,29,3.75,3,NA
2,L423,2,10,29,4.442,3,NA
2,L193,2,11,29,5.167,3,NA
2,L861,2,12,29,4.306,3,NA
2,L763,2,13,29,3.361,3,NA
2,L354,2,14,29,5.25,3,NA
2,L743,2,15,29,4.5,3,NA
2,L95,2,16,29,5.361,3,NA
2,L847,2,17,29,4.737,3,NA
2,L188,2,18,29,5.111,3,NA
2,L531,2,19,29,4.76,3,NA
2,L776,2,20,29,NA,3,NA
2,L216,2,1,30,5.889,3,NA
2,L664,2,2,30,4.444,3,NA
2,L837,2,3,30,3.54,3,NA
2,L806,2,4,30,3.917,3,NA
2,L495,2,5,30,4.364,3,NA
2,L633,2,6,30,3.889,3,NA
2,L396,2,7,30,3.639,3,NA
2,L386,2,8,30,3.861,3,NA
2,L149,2,9,30,3.972,3,NA
2,L858,2,10,30,4.164,3,NA
2,L707,2,11,30,3.617,3,NA
2,L263,2,12,30,4.321,3,NA
2,L207,2,13,30,4.374,3,NA
2,L890,2,14,30,3.222,3,NA
2,L692,2,15,30,3.694,3,NA
2,L269,2,16,30,3.167,3,NA
2,L615,2,17,30,3.568,3,NA
2,L499,2,18,30,3.879,3,NA
2,L303,2,19,30,3.111,3,NA
2,L641,2,20,30,4.333,3,NA
2,L511,2,1,31,5.194,3,NA
2,L526,2,2,31,5.306,3,NA
2,L473,2,3,31,4.457,3,NA
2,L594,2,4,31,4.944,3,NA
2,L923,2,5,31,3.389,3,NA
2,L803,2,6,31,4.068,3,NA
2,L4,2,7,31,NA,3,NA
2,L790,2,8,31,3.722,3,NA
2,L377,2,9,31,3.426,3,NA
2,L774,2,10,31,3.75,3,NA
2,L306,2,11,31,4.95,3,NA
2,L500,2,12,31,4.457,3,NA
2,L214,2,13,31,4.417,3,NA
2,L283,2,14,31,3.626,3,NA
2,L892,2,15,31,3.806,3,NA
2,L679,2,16,31,2.268,3,NA
2,L917,2,17,31,3.111,3,NA
2,L695,2,18,31,4.139,3,NA
2,L630,2,19,31,3.472,3,NA
2,L60,2,20,31,3.361,3,NA
2,L387,2,1,32,4.649,3,NA
2,L4,2,2,32,NA,3,NA
2,L443,2,3,32,3.288,3,NA
2,L425,2,4,32,4.361,3,NA
2,L800,2,5,32,3.788,3,NA
2,L826,2,6,32,3,3,NA
2,L336,2,7,32,4.161,3,NA
2,L567,2,8,32,3.5,3,NA
2,L198,2,9,32,3.676,3,NA
2,L165,2,10,32,4.056,3,NA
2,L419,2,11,32,3.781,3,NA
2,L666,2,12,32,4.278,3,NA
2,L566,2,13,32,3.667,3,NA
2,L204,2,14,32,3.528,3,NA
2,L904,2,15,32,2.944,3,NA
2,L614,2,16,32,3.417,3,NA
2,L845,2,17,32,3.611,3,NA
2,L30,2,18,32,3.556,3,NA
2,L309,2,19,32,4.861,3,NA
2,L663,2,20,32,4.217,3,NA
2,L788,2,1,33,4.139,3,NA
2,L683,2,2,33,4.392,3,NA
2,L439,2,3,33,4.086,3,NA
2,L745,2,4,33,4.682,3,NA
2,L527,2,5,33,3.778,3,NA
2,L525,2,6,33,3.447,3,NA
2,L876,2,7,33,3.399,3,NA
2,L457,2,8,33,3.722,3,NA
2,L53,2,9,33,4.124,3,NA
2,L167,2,10,33,4.028,3,NA
2,L925,2,11,33,4.083,3,NA
2,L304,2,12,33,3.129,3,NA
2,L483,2,13,33,3.432,3,NA
2,L347,2,14,33,3.111,3,NA
2,L141,2,15,33,3.407,3,NA
2,L76,2,16,33,4.167,3,NA
2,L408,2,17,33,3.75,3,NA
2,L582,2,18,33,2.833,3,NA
2,L686,2,19,33,3.324,3,NA
2,L298,2,20,33,3.5,3,NA
2,L412,2,1,34,4.543,3,NA
2,L787,2,2,34,4.531,3,NA
2,L65,2,3,34,3.056,3,NA
2,L276,2,4,34,4.022,3,NA
2,L761,2,5,34,3.778,3,NA
2,L215,2,6,34,4.29,3,NA
2,L523,2,7,34,3.639,3,NA
2,L67,2,8,34,3.111,3,NA
2,L698,2,9,34,4.111,3,NA
2,L78,2,10,34,5.139,3,NA
2,L748,2,11,34,4.222,3,NA
2,L459,2,12,34,4.151,3,NA
2,L331,2,13,34,3.472,3,NA
2,L4,2,14,34,NA,3,NA
2,L723,2,15,34,3.528,3,NA
2,L534,2,16,34,3.389,3,NA
2,L807,2,17,34,3.75,3,NA
2,L72,2,18,34,4.444,3,NA
2,L348,2,19,34,4.343,3,NA
2,L739,2,20,34,3.889,3,NA
2,L662,2,1,35,5.522,3,NA
2,L158,2,2,35,4.179,3,NA
2,L621,2,3,35,4.929,3,NA
2,L753,2,4,35,3.5,3,NA
2,L585,2,5,35,4.111,3,NA
2,L871,2,6,35,4.5,3,NA
2,L517,2,7,35,3.303,3,NA
2,L278,2,8,35,4.867,3,NA
2,L626,2,9,35,4.444,3,NA
2,L427,2,10,35,4.417,3,NA
2,L784,2,11,35,4.417,3,NA
2,L449,2,12,35,3.972,3,NA
2,L681,2,13,35,4.472,3,NA
2,L721,2,14,35,4.926,3,NA
2,L860,2,15,35,2.972,3,NA
2,L816,2,16,35,4.361,3,NA
2,L420,2,17,35,4.463,3,NA
2,L183,2,18,35,3.608,3,NA
2,L682,2,19,35,4.611,3,NA
2,L258,2,20,35,4.753,3,NA
2,L733,2,1,36,4.306,3,NA
2,L697,2,2,36,4.194,3,NA
2,L751,2,3,36,3.194,3,NA
2,L804,2,4,36,3.614,3,NA
2,L480,2,5,36,3.247,3,NA
2,L486,2,6,36,3.75,3,NA
2,L236,2,7,36,2.8,3,NA
2,L397,2,8,36,3.806,3,NA
2,L349,2,9,36,3.639,3,NA
2,L906,2,10,36,4.139,3,NA
2,L755,2,11,36,4.972,3,NA
2,L636,2,12,36,3.318,3,NA
2,L4,2,13,36,NA,3,NA
2,L155,2,14,36,4.444,3,NA
2,L192,2,15,36,4.167,3,NA
2,L792,2,16,36,4.667,3,NA
2,L154,2,17,36,5.028,3,NA
2,L110,2,18,36,4.444,3,NA
2,L452,2,19,36,3.5,3,NA
2,L722,2,20,36,5.167,3,NA
2,L56,2,1,37,4.306,3,NA
2,L482,2,2,37,4.367,3,NA
2,L19,2,3,37,4.472,3,NA
2,L381,2,4,37,3.806,3,NA
2,L472,2,5,37,3.917,3,NA
2,L902,2,6,37,3.139,3,NA
2,L382,2,7,37,3.556,3,NA
2,L122,2,8,37,3.167,3,NA
2,L488,2,9,37,2.654,3,NA
2,L325,2,10,37,3.111,3,NA
2,L530,2,11,37,3.972,3,NA
